series_id,surface
728,fine_concrete
729,soft_pvc
730,tiled
731,hard_tiles_large_space
732,hard_tiles_large_space
733,concrete
734,soft_tiles
735,concrete
736,concrete
737,hard_tiles_large_space
738,fine_concrete
739,soft_pvc
740,hard_tiles_large_space
741,wood
742,concrete
743,wood
744,soft_pvc
745,fine_concrete
746,concrete
747,concrete
748,carpet
749,fine_concrete
750,concrete
751,soft_pvc
752,concrete
753,soft_pvc
754,concrete
755,hard_tiles_large_space
756,concrete
757,soft_tiles
758,soft_pvc
759,concrete
760,wood
761,soft_tiles
762,concrete
763,soft_pvc
764,soft_tiles
765,hard_tiles_large_space
766,wood
767,concrete
768,fine_concrete
769,fine_concrete
770,wood
771,tiled
772,fine_concrete
773,wood
774,tiled
775,wood
776,concrete
777,concrete
778,concrete
779,concrete
780,fine_concrete
781,hard_tiles_large_space
782,carpet
783,hard_tiles_large_space
784,soft_tiles
785,hard_tiles_large_space
786,fine_concrete
787,hard_tiles_large_space
788,soft_tiles
789,hard_tiles_large_space
790,wood
791,fine_concrete
792,soft_pvc
793,concrete
794,wood
795,wood
796,hard_tiles_large_space
797,wood
798,wood
799,concrete
800,soft_pvc
801,concrete
802,fine_concrete
803,concrete
804,soft_pvc
805,concrete
806,concrete
807,soft_tiles
808,concrete
809,soft_tiles
810,soft_pvc
811,wood
812,soft_tiles
813,concrete
814,carpet
815,soft_pvc
816,wood
817,concrete
818,hard_tiles_large_space
819,soft_tiles
820,carpet
821,concrete
822,concrete
823,fine_concrete
824,concrete
825,concrete
826,hard_tiles_large_space
827,concrete
828,hard_tiles_large_space
829,concrete
830,wood
831,concrete
832,soft_tiles
833,wood
834,tiled
835,concrete
836,soft_pvc
837,soft_tiles
838,wood
839,soft_pvc
840,soft_tiles
841,soft_pvc
842,soft_pvc
843,tiled
844,soft_pvc
845,concrete
846,fine_concrete
847,concrete
848,tiled
849,hard_tiles_large_space
850,fine_concrete
851,wood
852,concrete
853,soft_tiles
854,concrete
855,soft_pvc
856,soft_tiles
857,wood
858,concrete
859,concrete
860,hard_tiles_large_space
861,soft_tiles
862,fine_concrete
863,fine_concrete
864,tiled
865,carpet
866,wood
867,soft_tiles
868,soft_tiles
869,hard_tiles_large_space
870,soft_tiles
871,wood
872,tiled
873,tiled
874,hard_tiles_large_space
875,carpet
876,tiled
877,fine_concrete
878,tiled
879,hard_tiles_large_space
880,soft_pvc
881,wood
882,hard_tiles_large_space
883,wood
884,fine_concrete
885,wood
886,concrete
887,tiled
888,concrete
889,concrete
890,tiled
891,soft_pvc
892,fine_concrete
893,soft_tiles
894,soft_pvc
895,soft_tiles
896,wood
897,concrete
898,tiled
899,fine_concrete
900,wood
901,wood
902,hard_tiles_large_space
903,hard_tiles_large_space
904,tiled
905,fine_concrete
906,wood
907,wood
908,hard_tiles_large_space
909,wood
910,concrete
911,concrete
912,concrete
913,concrete
914,fine_concrete
915,soft_pvc
916,wood
917,tiled
918,soft_tiles
919,soft_tiles
920,soft_tiles
921,concrete
922,hard_tiles_large_space
923,hard_tiles_large_space
924,concrete
925,carpet
926,concrete
927,hard_tiles_large_space
928,wood
929,tiled
930,hard_tiles_large_space
931,tiled
932,wood
933,concrete
934,wood
935,soft_tiles
936,fine_concrete
937,concrete
938,concrete
939,wood
940,soft_pvc
941,tiled
942,soft_pvc
943,wood
944,soft_pvc
945,hard_tiles_large_space
946,wood
947,soft_pvc
948,concrete
949,concrete
950,concrete
951,soft_pvc
952,concrete
953,hard_tiles_large_space
954,concrete
955,concrete
956,wood
957,wood
958,soft_tiles
959,wood
960,soft_pvc
961,fine_concrete
962,tiled
963,soft_pvc
964,concrete
965,concrete
966,carpet
967,soft_pvc
968,hard_tiles_large_space
969,concrete
970,fine_concrete
971,concrete
972,soft_pvc
973,concrete
974,concrete
975,fine_concrete
976,wood
977,hard_tiles_large_space
978,soft_pvc
979,wood
980,wood
981,wood
982,wood
983,soft_tiles
984,concrete
985,wood
986,concrete
987,wood
988,soft_tiles
989,soft_tiles
990,wood
991,fine_concrete
992,concrete
993,soft_pvc
994,concrete
995,wood
996,concrete
997,fine_concrete
998,hard_tiles_large_space
999,hard_tiles_large_space
1000,concrete
1001,concrete
1002,soft_tiles
1003,fine_concrete
1004,wood
1005,soft_tiles
1006,fine_concrete
1007,wood
1008,wood
1009,tiled
1010,carpet
1011,soft_pvc
1012,wood
1013,wood
1014,soft_tiles
1015,tiled
1016,tiled
1017,concrete
1018,wood
1019,wood
1020,wood
1021,hard_tiles_large_space
1022,hard_tiles_large_space
1023,concrete
1024,concrete
1025,wood
1026,fine_concrete
1027,soft_pvc
1028,concrete
1029,wood
1030,fine_concrete
1031,fine_concrete
1032,soft_tiles
1033,fine_concrete
1034,hard_tiles_large_space
1035,wood
1036,wood
1037,concrete
1038,fine_concrete
1039,soft_tiles
1040,fine_concrete
1041,concrete
1042,fine_concrete
1043,soft_pvc
1044,carpet
1045,fine_concrete
1046,concrete
1047,wood
1048,hard_tiles_large_space
1049,concrete
1050,wood
1051,fine_concrete
1052,wood
1053,concrete
1054,soft_pvc
1055,soft_tiles
1056,soft_pvc
1057,concrete
1058,concrete
1059,wood
1060,wood
1061,soft_tiles
1062,carpet
1063,hard_tiles_large_space
1064,carpet
1065,soft_pvc
1066,wood
1067,tiled
1068,concrete
1069,soft_tiles
1070,hard_tiles_large_space
1071,soft_pvc
1072,soft_pvc
1073,wood
1074,wood
1075,concrete
1076,carpet
1077,wood
1078,soft_pvc
1079,carpet
1080,concrete
1081,hard_tiles_large_space
1082,concrete
1083,fine_concrete
1084,wood
1085,tiled
1086,wood
1087,soft_tiles
1088,wood
1089,carpet
1090,hard_tiles_large_space
1091,wood
1092,tiled
1093,tiled
1094,wood
1095,soft_pvc
1096,wood
1097,hard_tiles_large_space
1098,wood
1099,concrete
1100,hard_tiles_large_space
1101,concrete
1102,soft_pvc
1103,wood
1104,concrete
1105,wood
1106,concrete
1107,soft_pvc
1108,carpet
1109,concrete
1110,wood
1111,fine_concrete
1112,wood
1113,fine_concrete
1114,fine_concrete
1115,fine_concrete
1116,concrete
1117,concrete
1118,concrete
1119,wood
1120,tiled
1121,concrete
1122,concrete
1123,soft_pvc
1124,tiled
1125,concrete
1126,concrete
1127,hard_tiles_large_space
1128,soft_tiles
1129,concrete
1130,tiled
1131,hard_tiles_large_space
1132,hard_tiles_large_space
1133,concrete
1134,concrete
1135,soft_tiles
1136,tiled
1137,wood
1138,fine_concrete
1139,soft_tiles
1140,wood
1141,soft_tiles
1142,soft_pvc
1143,soft_pvc
1144,fine_concrete
1145,soft_pvc
1146,soft_tiles
1147,concrete
1148,concrete
1149,concrete
1150,concrete
1151,concrete
1152,concrete
1153,tiled
1154,carpet
1155,concrete
1156,soft_tiles
1157,tiled
1158,concrete
1159,fine_concrete
1160,concrete
1161,concrete
1162,concrete
1163,soft_tiles
1164,concrete
1165,wood
1166,fine_concrete
1167,wood
1168,tiled
1169,wood
1170,hard_tiles_large_space
1171,wood
1172,hard_tiles_large_space
1173,wood
1174,fine_concrete
1175,wood
1176,tiled
1177,hard_tiles_large_space
1178,wood
1179,fine_concrete
1180,soft_pvc
1181,soft_tiles
1182,fine_concrete
1183,wood
1184,soft_tiles
1185,concrete
1186,tiled
1187,concrete
1188,tiled
1189,concrete
1190,wood
1191,soft_tiles
1192,tiled
1193,soft_tiles
1194,hard_tiles_large_space
1195,wood
1196,fine_concrete
1197,concrete
1198,hard_tiles_large_space
1199,concrete
1200,tiled
1201,concrete
1202,wood
1203,concrete
1204,concrete
1205,fine_concrete
1206,fine_concrete
1207,soft_tiles
1208,concrete
1209,soft_tiles
1210,wood
1211,tiled
1212,tiled
1213,soft_tiles
1214,wood
1215,wood
1216,hard_tiles_large_space
1217,hard_tiles_large_space
1218,wood
1219,hard_tiles_large_space
1220,soft_tiles
1221,concrete
1222,wood
1223,concrete
1224,soft_tiles
1225,soft_pvc
1226,wood
1227,concrete
1228,wood
1229,wood
1230,wood
1231,fine_concrete
1232,soft_tiles
1233,wood
1234,concrete
1235,wood
1236,soft_tiles
1237,hard_tiles_large_space
1238,soft_tiles
1239,concrete
1240,concrete
1241,wood
1242,wood
1243,concrete
1244,fine_concrete
1245,tiled
1246,concrete
1247,tiled
1248,concrete
1249,concrete
1250,concrete
1251,concrete
1252,concrete
1253,wood
1254,fine_concrete
1255,concrete
1256,concrete
1257,concrete
1258,concrete
1259,concrete
1260,wood
1261,hard_tiles_large_space
1262,wood
1263,concrete
1264,concrete
1265,fine_concrete
1266,hard_tiles_large_space
1267,fine_concrete
1268,soft_tiles
1269,concrete
1270,carpet
1271,hard_tiles_large_space
1272,fine_concrete
1273,wood
1274,soft_pvc
1275,wood
1276,wood
1277,concrete
1278,soft_tiles
1279,wood
1280,concrete
1281,wood
1282,hard_tiles_large_space
1283,concrete
1284,concrete
1285,wood
1286,tiled
1287,concrete
1288,concrete
1289,soft_pvc
1290,concrete
1291,wood
1292,fine_concrete
1293,soft_pvc
1294,fine_concrete
1295,tiled
1296,wood
1297,concrete
1298,concrete
1299,concrete
1300,wood
1301,fine_concrete
1302,soft_tiles
1303,fine_concrete
1304,concrete
1305,soft_tiles
1306,hard_tiles_large_space
1307,concrete
1308,tiled
1309,soft_tiles
1310,concrete
1311,concrete
1312,concrete
1313,wood
1314,wood
1315,carpet
1316,concrete
1317,soft_tiles
1318,tiled
1319,tiled
1320,tiled
1321,tiled
1322,soft_tiles
1323,concrete
1324,soft_tiles
1325,hard_tiles_large_space
1326,concrete
1327,soft_pvc
1328,fine_concrete
1329,concrete
1330,tiled
1331,soft_tiles
1332,carpet
1333,concrete
1334,concrete
1335,hard_tiles_large_space
1336,concrete
1337,tiled
1338,hard_tiles_large_space
1339,soft_pvc
1340,wood
1341,concrete
1342,carpet
1343,fine_concrete
1344,concrete
1345,wood
1346,soft_tiles
1347,soft_tiles
1348,tiled
1349,hard_tiles_large_space
1350,hard_tiles_large_space
1351,concrete
1352,soft_tiles
1353,wood
1354,soft_tiles
1355,concrete
1356,wood
1357,concrete
1358,concrete
1359,wood
1360,concrete
1361,hard_tiles_large_space
1362,concrete
1363,wood
1364,concrete
1365,tiled
1366,carpet
1367,soft_tiles
1368,tiled
1369,soft_tiles
1370,soft_tiles
1371,soft_pvc
1372,fine_concrete
1373,soft_tiles
1374,concrete
1375,hard_tiles_large_space
1376,concrete
1377,hard_tiles_large_space
1378,soft_pvc
1379,soft_pvc
1380,fine_concrete
1381,tiled
1382,concrete
1383,wood
1384,wood
1385,wood
1386,concrete
1387,wood
1388,wood
1389,carpet
1390,hard_tiles_large_space
1391,carpet
1392,wood
1393,concrete
1394,soft_pvc
1395,concrete
1396,concrete
1397,concrete
1398,concrete
1399,hard_tiles_large_space
1400,wood
1401,concrete
1402,fine_concrete
1403,wood
1404,wood
1405,soft_pvc
1406,hard_tiles_large_space
1407,concrete
1408,tiled
1409,concrete
1410,concrete
1411,soft_tiles
1412,concrete
1413,concrete
1414,concrete
1415,hard_tiles_large_space
1416,concrete
1417,wood
1418,fine_concrete
1419,tiled
1420,soft_pvc
1421,wood
1422,wood
1423,soft_pvc
1424,concrete
1425,soft_pvc
1426,soft_tiles
1427,hard_tiles_large_space
1428,carpet
1429,concrete
1430,wood
1431,hard_tiles_large_space
1432,concrete
1433,hard_tiles_large_space
1434,concrete
1435,soft_tiles
1436,tiled
1437,fine_concrete
1438,soft_pvc
1439,concrete
1440,wood
1441,soft_tiles
1442,concrete
1443,soft_pvc
1444,wood
1445,wood
1446,soft_tiles
1447,concrete
1448,soft_tiles
1449,concrete
1450,concrete
1451,soft_pvc
1452,concrete
1453,soft_pvc
1454,wood
1455,tiled
1456,fine_concrete
1457,fine_concrete
1458,concrete
1459,concrete
1460,wood
1461,concrete
1462,concrete
1463,soft_tiles
1464,hard_tiles_large_space
1465,tiled
1466,tiled
1467,wood
1468,soft_pvc
1469,soft_pvc
1470,soft_pvc
1471,concrete
1472,soft_pvc
1473,concrete
1474,hard_tiles_large_space
1475,concrete
1476,wood
1477,hard_tiles_large_space
1478,soft_tiles
1479,concrete
1480,soft_pvc
1481,fine_concrete
1482,concrete
1483,concrete
1484,fine_concrete
1485,concrete
1486,concrete
1487,tiled
1488,tiled
1489,tiled
1490,soft_pvc
1491,soft_pvc
1492,fine_concrete
1493,concrete
1494,concrete
1495,fine_concrete
1496,carpet
1497,tiled
1498,fine_concrete
1499,hard_tiles_large_space
1500,fine_concrete
1501,soft_tiles
1502,soft_pvc
1503,fine_concrete
1504,wood
1505,concrete
1506,hard_tiles_large_space
1507,soft_tiles
1508,wood
1509,concrete
1510,wood
1511,tiled
1512,soft_pvc
1513,tiled
1514,fine_concrete
1515,concrete
1516,hard_tiles_large_space
1517,hard_tiles_large_space
1518,soft_tiles
1519,fine_concrete
1520,soft_pvc
1521,wood
1522,concrete
1523,concrete
1524,fine_concrete
1525,wood
1526,concrete
1527,hard_tiles_large_space
1528,wood
1529,wood
1530,concrete
1531,fine_concrete
1532,soft_tiles
1533,soft_tiles
1534,concrete
1535,fine_concrete
1536,hard_tiles_large_space
1537,soft_pvc
1538,carpet
1539,concrete
1540,tiled
1541,soft_tiles
1542,concrete
1543,wood
1544,soft_tiles
1545,soft_pvc
1546,soft_pvc
1547,hard_tiles_large_space
1548,soft_tiles
1549,tiled
1550,wood
1551,soft_tiles
1552,soft_tiles
1553,wood
1554,tiled
1555,wood
1556,soft_pvc
1557,fine_concrete
1558,soft_pvc
1559,concrete
1560,hard_tiles_large_space
1561,hard_tiles_large_space
1562,soft_pvc
1563,soft_pvc
1564,concrete
1565,hard_tiles_large_space
1566,fine_concrete
1567,hard_tiles_large_space
1568,hard_tiles_large_space
1569,soft_tiles
1570,concrete
1571,concrete
1572,concrete
1573,concrete
1574,fine_concrete
1575,concrete
1576,soft_tiles
1577,hard_tiles_large_space
1578,tiled
1579,carpet
1580,tiled
1581,concrete
1582,carpet
1583,hard_tiles_large_space
1584,soft_tiles
1585,concrete
1586,concrete
1587,tiled
1588,fine_concrete
1589,fine_concrete
1590,wood
1591,wood
1592,soft_tiles
1593,concrete
1594,soft_pvc
1595,concrete
1596,tiled
1597,concrete
1598,carpet
1599,fine_concrete
1600,concrete
1601,wood
1602,soft_pvc
1603,soft_tiles
1604,tiled
1605,concrete
1606,soft_pvc
1607,hard_tiles_large_space
1608,fine_concrete
1609,wood
1610,fine_concrete
1611,concrete
1612,wood
1613,soft_pvc
1614,wood
1615,concrete
1616,wood
1617,concrete
1618,soft_pvc
1619,soft_tiles
1620,fine_concrete
1621,hard_tiles_large_space
1622,tiled
1623,tiled
1624,hard_tiles_large_space
1625,soft_pvc
1626,soft_tiles
1627,concrete
1628,soft_pvc
1629,wood
1630,hard_tiles_large_space
1631,concrete
1632,concrete
1633,wood
1634,fine_concrete
1635,wood
1636,hard_tiles_large_space
1637,wood
1638,carpet
1639,fine_concrete
1640,wood
1641,wood
1642,wood
1643,hard_tiles_large_space
1644,wood
1645,soft_pvc
1646,soft_tiles
1647,soft_tiles
1648,wood
1649,carpet
1650,soft_tiles
1651,wood
1652,concrete
1653,fine_concrete
1654,concrete
1655,concrete
1656,concrete
1657,concrete
1658,fine_concrete
1659,wood
1660,concrete
1661,wood
1662,concrete
1663,wood
1664,fine_concrete
1665,fine_concrete
1666,wood
1667,concrete
1668,hard_tiles_large_space
1669,carpet
1670,hard_tiles_large_space
1671,tiled
1672,fine_concrete
1673,fine_concrete
1674,wood
1675,concrete
1676,concrete
1677,hard_tiles_large_space
1678,concrete
1679,concrete
1680,wood
1681,fine_concrete
1682,soft_pvc
1683,concrete
1684,tiled
1685,tiled
1686,soft_pvc
1687,concrete
1688,concrete
1689,concrete
1690,hard_tiles_large_space
1691,soft_tiles
1692,fine_concrete
1693,tiled
1694,wood
1695,carpet
1696,tiled
1697,soft_tiles
1698,hard_tiles_large_space
1699,soft_tiles
1700,soft_tiles
1701,wood
1702,soft_pvc
1703,tiled
1704,soft_tiles
1705,concrete
1706,concrete
1707,wood
1708,fine_concrete
1709,soft_pvc
1710,concrete
1711,soft_pvc
1712,concrete
1713,hard_tiles_large_space
1714,hard_tiles_large_space
1715,tiled
1716,fine_concrete
1717,wood
1718,wood
1719,concrete
1720,soft_tiles
1721,hard_tiles_large_space
1722,fine_concrete
1723,hard_tiles_large_space
1724,hard_tiles_large_space
1725,soft_pvc
1726,tiled
1727,soft_pvc
1728,soft_tiles
1729,concrete
1730,tiled
1731,concrete
1732,soft_pvc
1733,tiled
1734,hard_tiles_large_space
1735,fine_concrete
1736,concrete
1737,hard_tiles_large_space
1738,concrete
1739,concrete
1740,tiled
1741,concrete
1742,concrete
1743,concrete
1744,tiled
1745,soft_tiles
1746,wood
1747,soft_tiles
1748,hard_tiles_large_space
1749,wood
1750,fine_concrete
1751,concrete
1752,soft_tiles
1753,hard_tiles_large_space
1754,concrete
1755,wood
1756,concrete
1757,soft_tiles
1758,tiled
1759,concrete
1760,carpet
1761,concrete
1762,soft_pvc
1763,wood
1764,tiled
1765,concrete
1766,hard_tiles_large_space
1767,concrete
1768,wood
